"FitzMark","286%","$31.3m","Logistics & Transportation","Indiana","Indianapolis IN",48,
"Yoogi's Closet","286%","$5.9m","Retail","Washington","Seattle",13,
"Bare International","286%","$19.1m","Business Products & Services","Virginia","Washington DC",200,
"Tender Greens","285%","$28m","Food & Beverage","California","Los Angeles",599,
"Fulton Communications","285%","$18.1m","Telecommunications","Georgia","Atlanta",104,
"Forensic Fluids Laboratories","285%","$10.6m","Health","Michigan","Kalamazoo-Portage MI",50,
"Elwood Staffing","284%","$366.6m","Human Resources","Indiana","Columbus IN",412,
"Allied Associates International","284%","$11.8m","Government Services","Virginia","Washington DC",57,
"The SCE Group","284%","$2.8m","IT Services","New Jersey","New York City",18,
"Get In Shape Franchise","283%","$2.4m","Health","Massachusetts","Boston",8,
"Fextel","283%","$2.3m","Business Products & Services","Florida","Tampa",12,
"CFM Engineering","282%","$19m","Construction","Maryland","Baltimore",47,
"Proforma Marketing Agency","282%","$5.3m","Business Products & Services","California","San Francisco",9,
"AgentMarketing.com","282%","$4.8m","Real Estate","California","Los Angeles",24,
"AMP Security","282%","$24.8m","Security","Utah","Provo-Orem UT",550,
"Meatheads","282%","$10.4m","Food & Beverage","Illinois","Chicago",210,
"GadellNet Consulting Services","282%","$2m","IT Services","Missouri","St. Louis MO-IL",18,
"BlackRapid","282%","$7.1m","Consumer Products & Services","Washington","Seattle",15,
"Dstillery","282%","$36.7m","Business Products & Services","New York","New York City",87,
"Lightning Quick Gas N Go","281%","$26.4m","Retail","Michigan","Adrian MI",31,
"LogFire","281%","$7.1m","Software","Georgia","Atlanta",75,
"Alpine Payment Systems","281%","$13.4m","Financial Services","Washington","Portland OR",96,
"Unitrends","281%","$28.4m","IT Services","Massachusetts","Boston",228,
"Fleet Advantage","281%","$113m","Logistics & Transportation","Florida","Miami",27,
"Chrome River Technologies","281%","$9.2m","Software","California","Los Angeles",69,
"Do My Own Pest Control","281%","$19m","Retail","Georgia","Atlanta",32,
"MAU Workforce Solutions","281%","$215.3m","Human Resources","Georgia","Augusta-Richmond GA-SC",5400,
"Bruce Clay","280%","$13.4m","Advertising & Marketing","California","Oxnard-Thousand Oaks-Ventura CA",90,
"Gurnet Consulting","280%","$2.7m","IT Services","Rhode Island","Providence-New Bedford-Fall River RI-MA",25,
"Powersports Marketing","280%","$2.3m","Advertising & Marketing","Georgia","Atlanta",17,
"Walker Elliott","280%","$4m","Human Resources","Texas","Houston",17,
"Innovative-IDM","280%","$29.8m","Manufacturing","Texas","Dallas",98,
"New Horizon Security Services","279%","$8.4m","Security","Virginia","Washington DC",470,
"Hiatus Spa + Retreat","279%","$3.7m","Consumer Products & Services","Texas","Dallas",85,
"TAG Consulting","279%","$6.6m","Human Resources","Virginia","Washington DC",23,
"JBL Resources","279%","$6.8m","Human Resources","Michigan","Grand Rapids-Wyoming MI",69,
"Global Warranty Group","278%","$28m","Insurance","New York","New York City",50,
"Oliver Staffing","278%","$4.6m","Human Resources","New York","New York City",7,
"Royal Buying Group","278%","$356.7m","Advertising & Marketing","Illinois","Chicago",63,
"SEPI Engineering & Construction","278%","$12.2m","Engineering","North Carolina","Raleigh NC",120,
"Harmonia Holdings Group","278%","$8.1m","Software","Virginia","Blacksburg-Christiansburg-Radford VA",115,
"Remote Tiger","277%","$3.4m","IT Services","Maryland","Washington DC",44,
"THMotorsports","277%","$7.2m","Consumer Products & Services","Illinois","Chicago",23,
"Acumen","277%","$5.8m","Software","Texas","Austin",15,
"Carlisle & Gallagher Consulting Group","276%","$123.3m","Business Products & Services","North Carolina","Charlotte",859,
"Professional Data Systems","276%","$6.3m","Health","New York","New York City",37,
"Burry Foods","276%","$111.5m","Food & Beverage","Illinois","Chicago",33,
"Four Winds Interactive","276%","$40.3m","Software","Colorado","Denver",250,
"iMethods","276%","$7.8m","IT Services","Florida","Jacksonville FL",70,
"MedAvante","275%","$33.5m","Health","New Jersey","Trenton-Ewing NJ",240,
"Zenetex","275%","$44.2m","Government Services","Virginia","Washington DC",375,
"LeadBridge","274%","$2.5m","Business Products & Services","Massachusetts","Boston",22,
"Dynomighty Design","274%","$3.9m","Retail","New York","New York City",12,
"Consultants 2 Go","274%","$4.4m","Business Products & Services","New Jersey","New York City",48,
"Copperfox Marketing","274%","$2m","Advertising & Marketing","Ohio","Cincinnati",17,
"LarkBurger","273%","$8.7m","Food & Beverage","Colorado","Denver",220,
"Dignitas Technologies","273%","$6.4m","Software","Florida","Orlando FL",35,
"Pivot3","273%","$30.8m","IT Services","Texas","Austin",95,
"ISN","273%","$7.5m","Government Services","Maryland","Washington DC",63,
"MSIGHTS","272%","$2.8m","Software","North Carolina","Charlotte",40,
"TSPi","272%","$17.2m","IT Services","Virginia","Washington DC",38,
"Argo Marketing Group","272%","$4.1m","Telecommunications","Maine","Lewiston-Auburn ME",249,
"Synerzip","271%","$10.3m","Software","Texas","Dallas",253,
"Payzone Directional Services","271%","$10.8m","Energy","California","Bakersfield CA",28,
"11thStreetCoffee.com","271%","$5.1m","Food & Beverage","Missouri","Kansas City MO-KS",5,
"TorreyPoint","271%","$61.1m","IT Services","California","San Jose",65,
"Hightail","271%","$57.3m","Software","California","San Jose",207,
"Geo-Solutions","271%","$34.5m","Construction","Pennsylvania","Pittsburgh PA",138,
"SportsMemorabilia.com","271%","$19.5m","Retail","Florida","Miami",32,
"GSPANN Technologies","271%","$14.8m","IT Services","California","San Jose",275,
"PeopleTec","270%","$33.4m","Government Services","Alabama","Huntsville AL",175,
"TherapySites","270%","$3.5m","Business Products & Services","Colorado","Boulder CO",36,
"Capitol Scientific","270%","$15.1m","Business Products & Services","Texas","Austin",31,
"All Terrain","270%","$8.9m","Advertising & Marketing","Illinois","Chicago",31,
"Coyote Logistics","270%","$786.4m","Logistics & Transportation","Illinois","Chicago",1219,
"Dexclusive.com","270%","$17.1m","Retail","Florida","Miami",9,
"LumenData","270%","$11.8m","IT Services","California","San Jose",45,
"Walker Sands Communications","269%","$2.9m","Advertising & Marketing","Illinois","Chicago",40,
"Thunder Bay Builders","269%","$6.8m","Construction","Florida","Tampa",30,
"Cipher Tech Solutions","269%","$2.6m","Government Services","New York","New York City",17,
"CyberCoders","269%","$45.6m","Human Resources","California","Los Angeles",231,
"Sandler Partners","268%","$17.5m","Telecommunications","California","Los Angeles",17,
"Sprouts Farmers Market","268%","$1.7b","Consumer Products & Services","Arizona","Phoenix",13200,
"Vertical Direct Marketing Group","268%","$2.4m","Advertising & Marketing","California","San Diego",27,
"Virtelligence","268%","$26.8m","Health","Minnesota","Minneapolis",142,
"Q2ebanking","268%","$41.2m","Financial Services","Texas","Austin",291,
"NDI Recognition Systems","268%","$4m","Security","Florida","Orlando FL",20,
"iBuyOfficeSupply","267%","$9.9m","Retail","Minnesota","Minneapolis",9,
"Z Brand Group","267%","$3m","Advertising & Marketing","Pennsylvania","Pittsburgh PA",15,
"Aquarius Sports and Entertainment","267%","$6.5m","Advertising & Marketing","Maryland","Washington DC",7,
"eVestment","267%","$54.9m","Financial Services","Georgia","Atlanta",237,
"Rightpoint","267%","$13.1m","IT Services","Illinois","Chicago",80,
"First Ohio Home Finance","266%","$6.4m","Financial Services","Ohio","Columbus OH",55,
"Sterling Talent Solutions","266%","$214.8m","Human Resources","New York","New York City",2081,
"Huron Valley Financial","266%","$9.6m","Financial Services","Michigan","Ann Arbor MI",62,
"Campus Special","265%","$13.5m","Advertising & Marketing","Georgia","Atlanta",50,
"PRN Physician Recommended Nutriceuticals","265%","$9.9m","Health","Pennsylvania","Philadelphia",39,
"AdCorp Media Group","265%","$6.8m","Advertising & Marketing","New York","New York City",38,
"Insight Merchandising","265%","$26.2m","Manufacturing","Texas","Dallas",125,
"Sunetric","265%","$51.3m","Energy","Hawaii","Honolulu HI",140,
"Inilex","265%","$12.3m","Security","Arizona","Phoenix",26,
"Knight Point Systems","265%","$43.7m","IT Services","Virginia","Washington DC",106,
"CPT Network Solutions","265%","$14m","IT Services","Illinois","Chicago",54,
"Reed Integration","265%","$2.5m","Government Services","Virginia","Virginia Beach-Norfolk-Newport News VA-NC",20,
"G2 ID Source","264%","$2.2m","Business Products & Services","Florida","Jacksonville FL",20,
"Aleva Stores","264%","$20.4m","Retail","Michigan","Detroit",38,
"Consumer Credit Marketing","264%","$3.6m","Financial Services","Illinois","Chicago",10,
"oXYGen Financial","264%","$3.1m","Financial Services","Georgia","Atlanta",13,
"Flexton","263%","$4.9m","IT Services","California","San Jose",24,
"Nine Space","263%","$2.3m","Consumer Products & Services","California","Los Angeles",8,
"Systema Software","263%","$3m","Insurance","California","San Francisco",11,
"NathanTabor.com","263%","$4.9m","Real Estate","North Carolina","Winston-Salem NC",85,
"TriMark Digital","263%","$5.8m","Advertising & Marketing","North Carolina","Raleigh NC",22,
"BlackLine","262%","$25m","Software","California","Los Angeles",145,
"PeopleFirm","262%","$7.2m","Human Resources","Washington","Seattle",37,
"Communication Infrastructure Corporation","262%","$38.7m","Telecommunications","California","Oxnard-Thousand Oaks-Ventura CA",104,
"Ground Penetrating Radar Systems","262%","$10.3m","Construction","Ohio","Toledo OH",75,
"One Click Ventures","261%","$7.4m","Media","Indiana","Indianapolis IN",47,
"ACM Capital Partners","261%","$3.8m","Financial Services","Florida","Miami",22,
"New Horizon Health","261%","$6.5m","Health","California","Los Angeles",2,
"Arke","261%","$5.3m","Advertising & Marketing","Georgia","Atlanta",50,
"Detroit Trading","261%","$14.3m","Advertising & Marketing","Michigan","Detroit",21,
"ADI Energy","261%","$5m","Energy","Rhode Island","Providence-New Bedford-Fall River RI-MA",9,
"Cable Links Consulting","261%","$9.5m","Government Services","California","Fresno CA",35,
"VLG","260%","$5.5m","Advertising & Marketing","Texas","Dallas",34,
"Paragus Strategic IT","260%","$2.9m","IT Services","Massachusetts","Springfield MA",27,
"JMA Information Technology","260%","$51.6m","IT Services","Kansas","Kansas City MO-KS",375,
"J Public Relations","260%","$2.6m","Travel & Hospitality","California","San Diego",22,
"DEG","260%","$14.4m","Advertising & Marketing","Kansas","Kansas City MO-KS",115,
"Sysazzle","260%","$6.5m","IT Services","Arizona","Phoenix",36,
"Healogics","260%","$271.5m","Health","Florida","Jacksonville FL",1859,
"Global Business Solutions","259%","$11m","IT Services","Florida","Pensacola-Ferry Pass-Brent FL",99,
"nexVortex","259%","$5m","Telecommunications","Virginia","Washington DC",24,
"Gaffos.com","258%","$4.4m","Retail","New York","New York City",15,
"Archon Information Systems","258%","$8.6m","Government Services","Louisiana","New Orleans-Metairie-Kenner LA",58,
"7Delta","258%","$49.6m","IT Services","Maryland","Baltimore",184,
"Orbis Technologies","258%","$9.6m","IT Services","Maryland","Baltimore",56,
"Canon Recruiting Group","258%","$13.8m","Human Resources","California","Los Angeles",400,
"MIRACORP","257%","$6.5m","Government Services","Arizona","Phoenix",108,
"Qualifacts Systems","257%","$13.7m","Software","Tennessee","Nashville",107,
"DRT Strategies","257%","$22.6m","Government Services","Virginia","Washington DC",128,
"TXS Industrial Design","257%","$6.4m","Business Products & Services","Texas","Dallas",16,
"Bridge360","257%","$6.3m","Software","Texas","Austin",61,
"Urban Lending Solutions","257%","$183.1m","Real Estate","Colorado","Denver",1564,
"Dealer.com","257%","$182.6m","Advertising & Marketing","Vermont","Burlington-South Burlington VT",697,
"memoryBlue","256%","$2.7m","Business Products & Services","Virginia","Washington DC",35,
"Clickstop","256%","$14.9m","Retail","Iowa","Cedar Rapids IA",51,
"Innovative Technology Partnerships","256%","$18m","Government Services","New Mexico","Albuquerque NM",155,
"A.R.C. Transit","256%","$15.7m","Logistics & Transportation","North Carolina","Wilmington NC",16,
"SpearMC Consulting","255%","$5.4m","IT Services","California","San Francisco",4,
"Clearlink","255%","$96m","Business Products & Services","Utah","Salt Lake City",863,
"eCapital Advisors","255%","$15.8m","IT Services","Minnesota","Minneapolis",52,
"ModiFace","255%","$2m","Software","New York","New York City",25,
"OneKreate","255%","$39.1m","Advertising & Marketing","Florida","Miami",100,
"Acquirent","255%","$4.6m","Business Products & Services","Illinois","Chicago",77,
"Smashburger","254%","$74.3m","Food & Beverage","Colorado","Denver",1705,
"Levementum","254%","$7.5m","IT Services","Arizona","Phoenix",48,
"Ludlow Manufacturing","254%","$7.2m","Manufacturing","Illinois","Chicago",29,
"Droga5","254%","$67.2m","Advertising & Marketing","New York","New York City",250,
"Percona","253%","$9.2m","Software","North Carolina","Raleigh NC",73,
"HealthEquity","253%","$46m","Health","Utah","Salt Lake City",259,
"Decision Toolbox","253%","$9.6m","Human Resources","California","Los Angeles",75,
"Twin Peaks","253%","$39.7m","Food & Beverage","Texas","Dallas",775,
"Keller Williams Capital Properties","253%","$23.5m","Real Estate","District of Columbia","Washington DC",18,
"WrightIMC","253%","$2m","Advertising & Marketing","Texas","Dallas",35,
"Central Research","253%","$4.8m","Government Services","Arkansas","Fayetteville-Springdale-Rogers AR-MO",60,
"HEALTHCAREfirst","252%","$22.3m","Software","Missouri","Springfield MO",133,
"Netronome","252%","$31.7m","Software","California","San Jose",150,
"Packrite","252%","$12.7m","Manufacturing","North Carolina","Greensboro-High Point NC",42,
"Clear Resolution","252%","$2.4m","Government Services","Maryland","Baltimore",23,
"Anjaneyap","251%","$25.5m","IT Services","California","San Jose",280,
"Sunplay","251%","$5.3m","Retail","Utah","Ogden-Clearfield UT",10,
"Leading Edge Design Group","251%","$2.1m","Energy","New Hampshire","Lebanon NH-VT",17,
"BSI ENGINEERING","251%","$13.2m","Engineering","Ohio","Cincinnati",87,
"Carver Skateboards","251%","$2.2m","Consumer Products & Services","California","Los Angeles",15,
"Gibraltar IT","251%","$2.2m","IT Services","Pennsylvania","Philadelphia",22,
"Flexible Plan Investments","251%","$28.7m","Financial Services","Michigan","Detroit",65,
"Zoup! Fresh Soup Company","250%","$23.1m","Food & Beverage","Michigan","Detroit",18,
"Princetel","250%","$5.1m","Manufacturing","New Jersey","Trenton-Ewing NJ",30,
"GTN Technical Staffing","250%","$17.3m","Human Resources","Texas","Dallas",53,
"W Squared","250%","$12.8m","Business Products & Services","Tennessee","CBSA Metro Region",141,
"Queen of Wraps","250%","$2.7m","Advertising & Marketing","Utah","Salt Lake City",32,
"Sunset Healthcare Solutions","250%","$6.7m","Health","Illinois","Chicago",35,
"Advance Financial","250%","$36m","Financial Services","Tennessee","Nashville",380,
